25418868,107.5976351,-6.9064389
25432842,107.6270678,-6.9110574
25432843,107.6276012,-6.9105091
25432845,107.6265365,-6.9095999
25432860,107.6299794,-6.9157834
25432923,107.6314652,-6.9186211
25432935,107.6430699,-6.9088438
25433284,107.6196886,-6.9072516
